unique_key,created_date,closed_date,complaint_type,borough,agency,status,time_to_close_days,date,tmin,tmax,precipitation,wind,temp_avg,rainy_day
INC502322,2023-10-13 14:13:00,2023-10-13 14:13:00,Water System,MANHATTAN,DSNY,Closed,0,2023-10-13,11.2,0.3,0.0,13.3,5.75,0
INC502323,2023-02-17 11:40:00,2023-02-27 11:40:00,Illegal Parking,MANHATTAN,DEP,Pending,10,2023-02-17,-2.3,13.0,0.0,11.5,5.35,0
INC502324,2023-05-21 17:43:00,2023-05-28 17:43:00,Sewer,QUEENS,DEP,Closed,7,2023-05-21,8.0,0.9,0.0,15.6,4.45,0
INC502325,2023-09-20 00:44:00,2023-09-23 00:44:00,Blocked Driveway,QUEENS,NYC 311,Open,3,2023-09-20,-3.3,24.5,0.0,1.9,10.6,0
INC502326,2023-12-01 22:44:00,2023-12-04 22:44:00,Blocked Driveway,MANHATTAN,DSNY,Closed,3,2023-12-01,11.3,9.0,0.0,14.2,10.15,0
INC502327,2023-06-03 09:12:00,2023-06-08 09:12:00,Illegal Parking,BROOKLYN,NYC 311,Closed,5,2023-06-03,13.6,1.8,0.0,5.8,7.7,0
INC502328,2023-02-17 08:37:00,2023-02-18 08:37:00,Water System,QUEENS,DSNY,Closed,1,2023-02-17,-2.3,13.0,0.0,11.5,5.35,0
INC502329,2023-01-04 14:07:00,2023-01-05 14:07:00,Noise - Residential,BROOKLYN,DOT,Closed,1,2023-01-04,-0.4,20.6,0.1,13.6,10.100000000000001,0
INC502330,2023-12-08 09:37:00,2023-12-09 09:37:00,Street Light Condition,MANHATTAN,DOT,Closed,1,2023-12-08,11.5,5.0,0.0,12.8,8.25,0
INC502331,2023-11-18 04:15:00,2023-11-28 04:15:00,Noise - Residential,STATEN ISLAND,NYPD,Open,10,2023-11-18,15.3,24.8,0.0,11.9,20.05,0
INC502332,2023-12-17 12:51:00,2023-12-19 12:51:00,Noise - Residential,MANHATTAN,DOB,Closed,2,2023-12-17,2.2,17.2,0.51,3.7,9.7,1
INC502333,2023-08-07 12:13:00,2023-08-09 12:13:00,Street Condition,BRONX,NYC 311,Open,2,2023-08-07,-3.5,30.8,0.0,14.1,13.65,0
INC502334,2023-02-18 02:39:00,2023-02-19 02:39:00,Street Light Condition,MANHATTAN,DOB,Open,1,2023-02-18,5.3,23.9,1.95,8.3,14.6,1
INC502335,2023-03-10 07:21:00,2023-03-10 07:21:00,Blocked Driveway,BROOKLYN,NYC 311,Closed,0,2023-03-10,9.6,30.9,0.0,18.4,20.25,0
INC502336,2023-07-18 15:19:00,2023-07-20 15:19:00,Noise - Residential,BRONX,NYC 311,Closed,2,2023-07-18,4.1,20.9,0.0,9.5,12.5,0
INC502337,2023-12-15 07:04:00,2023-12-16 07:04:00,Street Light Condition,BROOKLYN,DEP,Closed,1,2023-12-15,17.3,16.5,0.0,6.8,16.9,0
INC502338,2023-03-25 09:53:00,2023-04-01 09:53:00,Noise - Residential,QUEENS,DOT,Closed,7,2023-03-25,11.4,3.9,0.4,18.0,7.65,1
INC502339,2023-11-09 04:30:00,2023-11-10 04:30:00,Noise - Residential,QUEENS,NYC 311,Closed,1,2023-11-09,11.5,16.0,0.48,0.5,13.75,1
INC502340,2023-10-04 13:14:00,2023-10-11 13:14:00,Noise - Residential,QUEENS,DOB,Closed,7,2023-10-04,3.4,28.8,3.15,9.7,16.1,1
INC502341,2023-06-17 14:51:00,2023-06-24 14:51:00,Street Condition,QUEENS,DOT,Closed,7,2023-06-17,1.0,14.0,0.51,3.6,7.5,1
INC502342,2023-01-01 08:40:00,2023-01-01 08:40:00,Water System,BROOKLYN,DEP,Closed,0,2023-01-01,-0.9,7.6,0.0,19.5,3.3499999999999996,0
INC502343,2023-05-15 00:37:00,2023-05-25 00:37:00,Street Light Condition,BROOKLYN,DSNY,Closed,10,2023-05-15,-4.0,3.1,0.42,5.7,-0.44999999999999996,1
INC502344,2023-06-08 03:41:00,2023-06-13 03:41:00,Noise - Residential,BROOKLYN,NYC 311,Closed,5,2023-06-08,-3.3,18.7,0.0,1.0,7.699999999999999,0
INC502345,2023-06-19 05:05:00,2023-06-24 05:05:00,Heat,BRONX,DEP,Closed,5,2023-06-19,1.9,4.2,1.66,12.4,3.05,1
INC502346,2023-12-14 12:45:00,2023-12-28 12:45:00,Street Condition,MANHATTAN,DOT,Closed,14,2023-12-14,14.3,21.8,0.0,11.7,18.05,0
INC502347,2023-12-30 15:32:00,2024-01-02 15:32:00,Noise - Residential,BROOKLYN,NYC 311,Pending,3,2023-12-30,-0.8,13.8,0.0,8.9,6.5,0
INC502348,2023-03-21 16:10:00,2023-03-23 16:10:00,Blocked Driveway,MANHATTAN,DSNY,Open,2,2023-03-21,5.4,15.5,0.0,8.5,10.45,0
INC502349,2023-03-10 14:18:00,2023-03-11 14:18:00,Illegal Parking,MANHATTAN,NYPD,Closed,1,2023-03-10,9.6,30.9,0.0,18.4,20.25,0
INC502350,2023-08-23 15:31:00,2023-09-02 15:31:00,Rodent,QUEENS,NYPD,Closed,10,2023-08-23,-4.8,14.6,0.07,17.8,4.9,0
INC502351,2023-10-27 23:38:00,2023-10-27 23:38:00,Illegal Parking,QUEENS,NYC 311,Closed,0,2023-10-27,6.5,26.7,0.43,15.3,16.6,1
INC502352,2023-01-19 00:33:00,2023-01-21 00:33:00,Noise - Residential,QUEENS,NYPD,Pending,2,2023-01-19,0.3,27.6,0.44,8.8,13.950000000000001,1
INC502353,2023-11-08 15:06:00,2023-11-10 15:06:00,Street Light Condition,QUEENS,DEP,Closed,2,2023-11-08,-2.3,19.7,0.01,19.2,8.7,0
INC502354,2023-06-13 22:54:00,2023-06-16 22:54:00,Street Condition,BROOKLYN,DEP,Closed,3,2023-06-13,5.2,26.3,0.64,3.0,15.75,1
INC502355,2023-01-07 21:10:00,2023-01-17 21:10:00,Street Condition,STATEN ISLAND,DEP,Closed,10,2023-01-07,7.3,23.4,0.17,17.8,15.35,0
INC502356,2023-04-27 22:22:00,2023-04-29 22:22:00,Street Light Condition,BRONX,NYC 311,Pending,2,2023-04-27,9.1,12.0,1.45,10.1,10.55,1
INC502357,2023-09-06 19:16:00,2023-09-09 19:16:00,Rodent,QUEENS,NYPD,Closed,3,2023-09-06,12.7,21.2,0.33,11.0,16.95,1
INC502358,2023-07-14 13:14:00,2023-07-14 13:14:00,Noise - Residential,QUEENS,DSNY,Closed,0,2023-07-14,3.7,14.3,0.0,16.1,9.0,0
INC502359,2023-05-11 06:08:00,2023-05-11 06:08:00,Heat,STATEN ISLAND,NYPD,Closed,0,2023-05-11,10.4,30.8,0.45,5.3,20.6,1
INC502360,2023-04-21 17:30:00,2023-04-22 17:30:00,Derelict Vehicle,STATEN ISLAND,DEP,Open,1,2023-04-21,14.2,12.6,0.0,4.2,13.399999999999999,0
INC502361,2023-08-18 21:38:00,2023-08-25 21:38:00,Water System,BRONX,DOB,Closed,7,2023-08-18,2.5,29.9,0.31,8.2,16.2,1
INC502362,2023-05-30 21:16:00,2023-06-09 21:16:00,Sewer,MANHATTAN,DOT,Closed,10,2023-05-30,0.0,6.8,0.43,1.4,3.4,1
INC502363,2023-01-03 13:01:00,2023-01-10 13:01:00,Blocked Driveway,MANHATTAN,DSNY,Closed,7,2023-01-03,-4.1,18.2,0.74,1.9,7.05,1
INC502364,2023-12-16 18:30:00,2023-12-26 18:30:00,Water System,BROOKLYN,DSNY,Closed,10,2023-12-16,1.1,15.2,0.36,15.7,8.15,1
INC502365,2023-09-26 16:16:00,2023-09-27 16:16:00,Heat,BROOKLYN,DEP,Closed,1,2023-09-26,12.5,29.2,1.65,18.0,20.85,1
INC502366,2023-03-14 11:15:00,2023-03-21 11:15:00,Street Light Condition,BRONX,DEP,Closed,7,2023-03-14,0.2,29.5,0.19,14.9,14.85,0
INC502367,2023-10-11 12:21:00,2023-10-25 12:21:00,Street Light Condition,QUEENS,DSNY,Closed,14,2023-10-11,1.6,28.5,0.29,1.3,15.05,1
INC502368,2023-10-23 07:14:00,2023-11-06 07:14:00,Water System,BRONX,DOT,Closed,14,2023-10-23,-1.8,8.6,0.35,13.6,3.4,1
INC502369,2023-10-13 04:10:00,2023-10-13 04:10:00,Illegal Parking,QUEENS,DOT,Closed,0,2023-10-13,11.2,0.3,0.0,13.3,5.75,0
INC502370,2023-09-24 14:16:00,2023-09-29 14:16:00,Street Light Condition,STATEN ISLAND,DSNY,Closed,5,2023-09-24,11.8,25.9,0.11,5.8,18.85,0
INC502371,2023-01-02 06:24:00,2023-01-03 06:24:00,Illegal Parking,MANHATTAN,NYC 311,Closed,1,2023-01-02,5.4,14.8,1.32,11.0,10.100000000000001,1
INC502372,2023-09-25 06:56:00,2023-09-30 06:56:00,Noise - Residential,QUEENS,DOB,Pending,5,2023-09-25,3.0,16.2,0.81,5.0,9.6,1
INC502373,2023-11-19 02:36:00,2023-11-29 02:36:00,Illegal Parking,STATEN ISLAND,NYC 311,Closed,10,2023-11-19,1.7,7.8,1.62,19.7,4.75,1
INC502374,2023-07-23 20:13:00,2023-07-25 20:13:00,Illegal Parking,MANHATTAN,DOT,Closed,2,2023-07-23,14.4,19.5,0.0,12.9,16.95,0
INC502375,2023-08-19 14:55:00,2023-08-26 14:55:00,Rodent,STATEN ISLAND,DOT,Closed,7,2023-08-19,10.8,8.2,0.27,0.2,9.5,1
INC502376,2023-08-10 08:27:00,2023-08-10 08:27:00,Blocked Driveway,STATEN ISLAND,NYC 311,Closed,0,2023-08-10,17.7,21.1,0.11,13.1,19.4,0
INC502377,2023-10-21 14:39:00,2023-10-24 14:39:00,Street Condition,BROOKLYN,NYPD,Closed,3,2023-10-21,13.5,28.5,0.08,15.2,21.0,0
INC502378,2023-04-19 14:41:00,2023-04-29 14:41:00,Noise - Residential,MANHATTAN,DOT,Closed,10,2023-04-19,-1.8,10.1,0.0,17.4,4.1499999999999995,0
INC502379,2023-05-03 04:48:00,2023-05-10 04:48:00,Rodent,MANHATTAN,NYC 311,Closed,7,2023-05-03,17.1,27.1,0.0,2.7,22.1,0
INC502380,2023-02-28 23:36:00,2023-03-01 23:36:00,Noise - Residential,BROOKLYN,NYC 311,Closed,1,2023-02-28,5.2,28.3,1.72,14.1,16.75,1
INC502381,2023-06-06 01:22:00,2023-06-13 01:22:00,Sewer,MANHATTAN,DEP,Open,7,2023-06-06,-5.7,30.2,0.02,9.0,12.25,0
INC502382,2023-05-24 08:07:00,2023-05-26 08:07:00,Rodent,QUEENS,DEP,Closed,2,2023-05-24,-0.2,8.9,0.0,0.7,4.3500000000000005,0
INC502383,2023-02-17 01:59:00,2023-02-19 01:59:00,Street Condition,BROOKLYN,DOT,Open,2,2023-02-17,-2.3,13.0,0.0,11.5,5.35,0
INC502384,2023-11-14 08:22:00,2023-11-16 08:22:00,Street Condition,STATEN ISLAND,DOB,Open,2,2023-11-14,8.1,8.1,0.09,0.4,8.1,0
INC502385,2023-01-13 16:39:00,2023-01-20 16:39:00,Rodent,BROOKLYN,NYC 311,Closed,7,2023-01-13,9.4,4.0,0.0,4.7,6.7,0
INC502386,2023-11-15 12:27:00,2023-11-16 12:27:00,Sewer,STATEN ISLAND,DSNY,Closed,1,2023-11-15,9.6,3.1,0.0,1.1,6.35,0
INC502387,2023-11-16 23:19:00,2023-11-19 23:19:00,Illegal Parking,STATEN ISLAND,NYC 311,Open,3,2023-11-16,17.0,7.8,3.66,12.8,12.4,1
INC502388,2023-12-26 01:41:00,2023-12-26 01:41:00,Sewer,BROOKLYN,NYPD,Closed,0,2023-12-26,-3.8,26.0,0.0,4.0,11.1,0
INC502389,2023-06-13 23:40:00,2023-06-15 23:40:00,Blocked Driveway,MANHATTAN,NYC 311,Closed,2,2023-06-13,5.2,26.3,0.64,3.0,15.75,1
INC502390,2023-04-25 13:31:00,2023-04-30 13:31:00,Derelict Vehicle,STATEN ISLAND,DOT,Pending,5,2023-04-25,-0.4,27.4,0.12,13.3,13.5,0
INC502391,2023-02-24 05:50:00,2023-03-03 05:50:00,Water System,STATEN ISLAND,DOB,Closed,7,2023-02-24,-3.5,26.8,0.03,10.5,11.65,0
INC502392,2023-07-13 05:00:00,2023-07-23 05:00:00,Noise - Residential,STATEN ISLAND,DOB,Closed,10,2023-07-13,-3.9,1.4,2.96,6.7,-1.25,1
INC502393,2023-12-28 18:45:00,2023-12-29 18:45:00,Noise - Residential,BRONX,DOT,Closed,1,2023-12-28,9.3,15.8,0.0,16.9,12.55,0
INC502394,2023-01-30 15:27:00,2023-01-31 15:27:00,Noise - Residential,MANHATTAN,NYPD,Closed,1,2023-01-30,3.8,3.7,3.87,0.2,3.75,1
INC502395,2023-03-08 01:37:00,2023-03-09 01:37:00,Street Condition,BROOKLYN,DEP,Closed,1,2023-03-08,2.5,25.2,0.39,5.3,13.85,1
INC502396,2023-11-14 21:12:00,2023-11-14 21:12:00,Blocked Driveway,MANHATTAN,DOB,Closed,0,2023-11-14,8.1,8.1,0.09,0.4,8.1,0
INC502397,2023-03-17 03:50:00,2023-03-17 03:50:00,Street Condition,STATEN ISLAND,DEP,Closed,0,2023-03-17,4.0,27.5,0.16,13.6,15.75,0
INC502398,2023-03-15 23:10:00,2023-03-15 23:10:00,Water System,BROOKLYN,NYPD,Closed,0,2023-03-15,17.9,17.6,0.6,11.1,17.75,1
INC502399,2023-09-19 02:30:00,2023-09-22 02:30:00,Blocked Driveway,QUEENS,DEP,Open,3,2023-09-19,0.0,13.3,0.9,3.6,6.65,1
INC502400,2023-03-04 13:18:00,2023-03-06 13:18:00,Blocked Driveway,QUEENS,DSNY,Closed,2,2023-03-04,1.2,9.8,0.19,13.0,5.5,0
INC502401,2023-02-22 22:45:00,2023-02-25 22:45:00,Street Condition,BRONX,DSNY,Closed,3,2023-02-22,13.7,17.1,0.08,17.3,15.4,0
INC502402,2023-10-28 01:25:00,2023-10-28 01:25:00,Noise - Residential,BROOKLYN,DOB,Closed,0,2023-10-28,1.0,9.6,0.77,18.3,5.3,1
INC502403,2023-06-05 17:38:00,2023-06-10 17:38:00,Noise - Residential,BROOKLYN,DOB,Closed,5,2023-06-05,10.0,3.1,0.55,11.1,6.55,1
INC502404,2023-02-22 02:30:00,2023-03-08 02:30:00,Street Condition,STATEN ISLAND,NYC 311,Closed,14,2023-02-22,13.7,17.1,0.08,17.3,15.4,0
INC502405,2023-01-29 06:24:00,2023-02-01 06:24:00,Street Condition,BROOKLYN,DSNY,Pending,3,2023-01-29,-4.1,12.3,0.76,0.2,4.1000000000000005,1
INC502406,2023-07-18 23:02:00,2023-07-20 23:02:00,Noise - Residential,QUEENS,NYC 311,Pending,2,2023-07-18,4.1,20.9,0.0,9.5,12.5,0
INC502407,2023-01-17 16:49:00,2023-01-20 16:49:00,Derelict Vehicle,BRONX,NYPD,Pending,3,2023-01-17,17.2,23.2,0.45,20.0,20.2,1
INC502408,2023-07-09 09:28:00,2023-07-23 09:28:00,Noise - Residential,BRONX,DOT,Closed,14,2023-07-09,-5.0,8.5,0.87,13.3,1.75,1
INC502409,2023-10-04 16:02:00,2023-10-09 16:02:00,Illegal Parking,BRONX,DEP,Closed,5,2023-10-04,3.4,28.8,3.15,9.7,16.1,1
INC502410,2023-08-09 06:28:00,2023-08-12 06:28:00,Rodent,BROOKLYN,DOT,Open,3,2023-08-09,4.1,10.0,1.43,1.1,7.05,1
INC502411,2023-10-05 18:50:00,2023-10-15 18:50:00,Sewer,BROOKLYN,NYC 311,Closed,10,2023-10-05,11.3,20.9,3.41,13.0,16.1,1
INC502412,2023-05-21 17:50:00,2023-05-24 17:50:00,Street Condition,BRONX,NYC 311,Closed,3,2023-05-21,8.0,0.9,0.0,15.6,4.45,0
INC502413,2023-10-12 01:35:00,2023-10-14 01:35:00,Noise - Residential,QUEENS,DOT,Closed,2,2023-10-12,5.4,7.7,0.77,9.4,6.550000000000001,1
INC502414,2023-06-07 23:36:00,2023-06-07 23:36:00,Street Condition,BRONX,NYPD,Closed,0,2023-06-07,16.3,0.5,0.0,6.2,8.4,0
INC502415,2023-02-09 10:39:00,2023-02-16 10:39:00,Water System,STATEN ISLAND,NYC 311,Closed,7,2023-02-09,17.0,13.4,0.0,13.1,15.2,0
INC502416,2023-02-11 10:48:00,2023-02-11 10:48:00,Noise - Residential,QUEENS,DEP,Open,0,2023-02-11,1.5,26.1,0.0,2.8,13.8,0
INC502417,2023-09-26 08:29:00,2023-10-10 08:29:00,Derelict Vehicle,BRONX,NYPD,Closed,14,2023-09-26,12.5,29.2,1.65,18.0,20.85,1
INC502418,2023-04-08 20:38:00,2023-04-08 20:38:00,Noise - Residential,BROOKLYN,DOT,Closed,0,2023-04-08,10.9,17.4,0.0,14.8,14.149999999999999,0
INC502419,2023-01-22 09:16:00,2023-02-01 09:16:00,Noise - Residential,MANHATTAN,DOB,Closed,10,2023-01-22,-1.1,4.1,0.21,16.4,1.4999999999999998,1
INC502420,2023-02-17 16:10:00,2023-02-18 16:10:00,Noise - Residential,BROOKLYN,DEP,Closed,1,2023-02-17,-2.3,13.0,0.0,11.5,5.35,0
INC502421,2023-10-31 14:41:00,2023-11-01 14:41:00,Street Condition,BROOKLYN,DOB,Pending,1,2023-10-31,13.2,9.6,0.0,18.4,11.399999999999999,0
INC502422,2023-01-03 18:44:00,2023-01-08 18:44:00,Heat,BRONX,DEP,Closed,5,2023-01-03,-4.1,18.2,0.74,1.9,7.05,1
INC502423,2023-07-23 05:18:00,2023-07-25 05:18:00,Rodent,STATEN ISLAND,NYC 311,Closed,2,2023-07-23,14.4,19.5,0.0,12.9,16.95,0
INC502424,2023-05-31 03:09:00,2023-06-07 03:09:00,Illegal Parking,BROOKLYN,DOB,Open,7,2023-05-31,16.1,14.2,0.21,7.6,15.15,1
INC502425,2023-03-10 18:46:00,2023-03-13 18:46:00,Illegal Parking,STATEN ISLAND,DSNY,Closed,3,2023-03-10,9.6,30.9,0.0,18.4,20.25,0
INC502426,2023-01-23 00:07:00,2023-01-23 00:07:00,Noise - Residential,MANHATTAN,DSNY,Closed,0,2023-01-23,16.0,15.1,0.0,5.1,15.55,0
INC502427,2023-06-08 17:41:00,2023-06-10 17:41:00,Illegal Parking,STATEN ISLAND,DEP,Closed,2,2023-06-08,-3.3,18.7,0.0,1.0,7.699999999999999,0
INC502428,2023-04-02 11:15:00,2023-04-07 11:15:00,Noise - Residential,MANHATTAN,DOB,Closed,5,2023-04-02,6.4,19.9,0.0,19.1,13.149999999999999,0
INC502429,2023-06-21 12:07:00,2023-06-22 12:07:00,Noise - Residential,MANHATTAN,DEP,Open,1,2023-06-21,12.8,15.9,0.0,0.6,14.350000000000001,0
INC502430,2023-03-27 09:40:00,2023-04-06 09:40:00,Heat,STATEN ISLAND,NYC 311,Closed,10,2023-03-27,8.8,6.1,0.06,2.8,7.45,0
INC502431,2023-07-17 05:15:00,2023-07-18 05:15:00,Noise - Residential,STATEN ISLAND,DOT,Closed,1,2023-07-17,-5.4,18.6,0.0,14.7,6.6000000000000005,0
INC502432,2023-02-17 04:08:00,2023-02-20 04:08:00,Blocked Driveway,BROOKLYN,NYPD,Closed,3,2023-02-17,-2.3,13.0,0.0,11.5,5.35,0
INC502433,2023-05-28 23:24:00,2023-05-30 23:24:00,Street Light Condition,QUEENS,NYPD,Closed,2,2023-05-28,-1.5,11.7,0.07,11.2,5.1,0
INC502434,2023-08-13 04:37:00,2023-08-23 04:37:00,Rodent,STATEN ISLAND,DOB,Closed,10,2023-08-13,3.9,25.3,0.18,2.9,14.6,0
INC502435,2023-09-20 16:38:00,2023-09-30 16:38:00,Sewer,QUEENS,DSNY,Open,10,2023-09-20,-3.3,24.5,0.0,1.9,10.6,0
INC502436,2023-09-21 07:24:00,2023-09-23 07:24:00,Noise - Residential,BRONX,DOB,Closed,2,2023-09-21,0.2,2.1,0.15,18.6,1.1500000000000001,0
INC502437,2023-09-05 19:18:00,2023-09-05 19:18:00,Rodent,BRONX,DSNY,Closed,0,2023-09-05,7.7,27.0,0.47,3.2,17.35,1
INC502438,2023-09-18 20:20:00,2023-09-25 20:20:00,Blocked Driveway,QUEENS,DOB,Closed,7,2023-09-18,6.1,18.4,0.47,10.4,12.25,1
INC502439,2023-08-20 19:42:00,2023-08-22 19:42:00,Noise - Residential,BROOKLYN,NYC 311,Pending,2,2023-08-20,9.4,23.7,0.08,6.7,16.55,0
INC502440,2023-11-10 13:11:00,2023-11-24 13:11:00,Blocked Driveway,MANHATTAN,DOT,Closed,14,2023-11-10,10.0,12.2,0.05,3.3,11.1,0
INC502441,2023-12-23 08:45:00,2023-12-30 08:45:00,Illegal Parking,STATEN ISLAND,DEP,Closed,7,2023-12-23,-1.4,26.0,3.49,6.3,12.3,1
INC502442,2023-12-19 23:17:00,2024-01-02 23:17:00,Noise - Residential,QUEENS,NYC 311,Closed,14,2023-12-19,7.8,9.0,0.5,15.2,8.4,1
INC502443,2023-01-12 07:18:00,2023-01-12 07:18:00,Street Light Condition,QUEENS,DOB,Closed,0,2023-01-12,6.6,15.6,1.73,14.9,11.1,1
INC502444,2023-11-23 08:37:00,2023-11-28 08:37:00,Noise - Residential,MANHATTAN,DOB,Closed,5,2023-11-23,7.3,19.0,0.12,2.5,13.15,0
INC502445,2023-12-27 17:29:00,2023-12-27 17:29:00,Water System,STATEN ISLAND,DEP,Open,0,2023-12-27,8.2,13.4,2.33,3.1,10.8,1
INC502446,2023-11-24 14:33:00,2023-12-04 14:33:00,Noise - Residential,BROOKLYN,NYC 311,Closed,10,2023-11-24,7.1,25.4,0.16,4.1,16.25,0
INC502447,2023-05-13 12:53:00,2023-05-15 12:53:00,Noise - Residential,BROOKLYN,DOB,Closed,2,2023-05-13,11.2,25.2,3.67,5.1,18.2,1
INC502448,2023-05-22 09:04:00,2023-05-27 09:04:00,Rodent,BRONX,DOT,Closed,5,2023-05-22,8.0,11.3,0.0,6.7,9.65,0
INC502449,2023-09-26 21:04:00,2023-10-10 21:04:00,Noise - Residential,MANHATTAN,NYPD,Closed,14,2023-09-26,12.5,29.2,1.65,18.0,20.85,1
INC502450,2023-10-09 22:02:00,2023-10-14 22:02:00,Blocked Driveway,MANHATTAN,DSNY,Pending,5,2023-10-09,15.0,30.8,0.66,14.0,22.9,1
INC502451,2023-03-11 04:53:00,2023-03-14 04:53:00,Noise - Residential,STATEN ISLAND,NYPD,Open,3,2023-03-11,12.5,13.7,0.0,12.3,13.1,0
INC502452,2023-04-21 22:20:00,2023-04-26 22:20:00,Noise - Residential,BRONX,DOB,Closed,5,2023-04-21,14.2,12.6,0.0,4.2,13.399999999999999,0
INC502453,2023-08-24 15:28:00,2023-09-03 15:28:00,Blocked Driveway,QUEENS,NYC 311,Closed,10,2023-08-24,-0.5,16.1,0.32,15.5,7.800000000000001,1
INC502454,2023-09-13 13:17:00,2023-09-23 13:17:00,Illegal Parking,BRONX,DEP,Closed,10,2023-09-13,1.0,26.2,0.15,6.7,13.6,0
INC502455,2023-04-12 04:25:00,2023-04-12 04:25:00,Noise - Residential,QUEENS,DOB,Pending,0,2023-04-12,8.7,5.7,0.0,0.8,7.199999999999999,0
INC502456,2023-08-03 05:37:00,2023-08-10 05:37:00,Street Condition,BRONX,DOB,Closed,7,2023-08-03,1.3,1.6,0.0,8.3,1.4500000000000002,0
INC502457,2023-11-09 16:21:00,2023-11-23 16:21:00,Street Condition,BROOKLYN,NYC 311,Closed,14,2023-11-09,11.5,16.0,0.48,0.5,13.75,1
INC502458,2023-11-14 14:21:00,2023-11-16 14:21:00,Sewer,STATEN ISLAND,DSNY,Closed,2,2023-11-14,8.1,8.1,0.09,0.4,8.1,0
INC502459,2023-05-25 16:26:00,2023-06-04 16:26:00,Heat,QUEENS,DEP,Closed,10,2023-05-25,4.8,25.8,0.0,17.2,15.3,0
INC502460,2023-09-23 21:37:00,2023-09-30 21:37:00,Street Light Condition,MANHATTAN,DOT,Closed,7,2023-09-23,5.0,14.2,0.23,0.9,9.6,1
INC502461,2023-07-01 06:31:00,2023-07-02 06:31:00,Rodent,BRONX,NYPD,Closed,1,2023-07-01,10.3,1.3,0.16,7.8,5.800000000000001,0
INC502462,2023-02-20 14:36:00,2023-02-20 14:36:00,Rodent,STATEN ISLAND,DSNY,Open,0,2023-02-20,6.4,6.3,0.09,11.3,6.35,0
INC502463,2023-06-24 02:18:00,2023-06-24 02:18:00,Noise - Residential,BRONX,DOB,Closed,0,2023-06-24,16.3,20.8,0.0,13.3,18.55,0
INC502464,2023-02-03 23:59:00,2023-02-05 23:59:00,Sewer,BRONX,NYPD,Closed,2,2023-02-03,9.3,23.1,0.0,14.3,16.200000000000003,0
INC502465,2023-08-24 16:35:00,2023-08-25 16:35:00,Rodent,STATEN ISLAND,DOB,Open,1,2023-08-24,-0.5,16.1,0.32,15.5,7.800000000000001,1
INC502466,2023-08-15 16:15:00,2023-08-18 16:15:00,Street Condition,STATEN ISLAND,DEP,Closed,3,2023-08-15,8.7,29.7,1.92,18.3,19.2,1
INC502467,2023-07-12 02:47:00,2023-07-14 02:47:00,Illegal Parking,QUEENS,DOT,Open,2,2023-07-12,17.7,30.4,0.1,12.8,24.049999999999997,0
INC502468,2023-10-09 16:10:00,2023-10-12 16:10:00,Street Condition,BROOKLYN,NYPD,Closed,3,2023-10-09,15.0,30.8,0.66,14.0,22.9,1
INC502469,2023-10-21 21:17:00,2023-10-21 21:17:00,Street Condition,MANHATTAN,DOT,Open,0,2023-10-21,13.5,28.5,0.08,15.2,21.0,0
INC502470,2023-02-04 09:32:00,2023-02-14 09:32:00,Blocked Driveway,STATEN ISLAND,NYC 311,Closed,10,2023-02-04,-1.1,17.4,0.0,18.4,8.149999999999999,0
INC502471,2023-02-23 09:54:00,2023-02-25 09:54:00,Rodent,QUEENS,NYC 311,Closed,2,2023-02-23,-0.4,3.3,0.0,4.5,1.45,0
INC502472,2023-05-02 21:22:00,2023-05-04 21:22:00,Rodent,BROOKLYN,DOB,Closed,2,2023-05-02,13.7,5.1,0.0,16.0,9.399999999999999,0
INC502473,2023-02-03 19:04:00,2023-02-13 19:04:00,Illegal Parking,STATEN ISLAND,NYC 311,Closed,10,2023-02-03,9.3,23.1,0.0,14.3,16.200000000000003,0
INC502474,2023-08-27 21:07:00,2023-08-29 21:07:00,Illegal Parking,QUEENS,DSNY,Closed,2,2023-08-27,16.8,2.4,0.11,5.4,9.6,0
INC502475,2023-03-10 22:38:00,2023-03-10 22:38:00,Illegal Parking,STATEN ISLAND,DSNY,Open,0,2023-03-10,9.6,30.9,0.0,18.4,20.25,0
INC502476,2023-01-15 23:10:00,2023-01-20 23:10:00,Noise - Residential,STATEN ISLAND,NYPD,Closed,5,2023-01-15,14.0,30.9,0.12,8.8,22.45,0
INC502477,2023-03-06 04:38:00,2023-03-06 04:38:00,Water System,BROOKLYN,DSNY,Closed,0,2023-03-06,-0.4,11.9,0.49,13.7,5.75,1
INC502478,2023-06-27 19:54:00,2023-06-27 19:54:00,Noise - Residential,QUEENS,NYC 311,Closed,0,2023-06-27,-5.0,24.8,0.18,4.3,9.9,0
INC502479,2023-02-05 22:58:00,2023-02-12 22:58:00,Street Condition,BROOKLYN,NYPD,Closed,7,2023-02-05,1.0,4.7,0.43,13.4,2.85,1
INC502480,2023-04-12 22:22:00,2023-04-17 22:22:00,Street Condition,STATEN ISLAND,NYC 311,Closed,5,2023-04-12,8.7,5.7,0.0,0.8,7.199999999999999,0
INC502481,2023-01-31 21:28:00,2023-02-10 21:28:00,Illegal Parking,STATEN ISLAND,NYPD,Closed,10,2023-01-31,9.4,21.5,0.0,18.0,15.45,0
INC502482,2023-12-17 11:46:00,2023-12-20 11:46:00,Noise - Residential,STATEN ISLAND,DEP,Closed,3,2023-12-17,2.2,17.2,0.51,3.7,9.7,1
