unique_key,created_date,closed_date,complaint_type,borough,agency,status,time_to_close_days,date
INC502629,2023-06-23 04:38:00,2023-06-30 04:38:00,Water System,QUEENS,NYPD,Closed,7,2023-06-23
INC502630,2023-04-23 13:29:00,2023-04-25 13:29:00,Street Light Condition,STATEN ISLAND,DOB,Closed,2,2023-04-23
INC502631,2023-07-22 00:50:00,2023-07-27 00:50:00,Water System,MANHATTAN,NYPD,Closed,5,2023-07-22
INC502632,2023-07-26 05:36:00,2023-07-27 05:36:00,Street Condition,STATEN ISLAND,DOT,Closed,1,2023-07-26
INC502633,2023-12-14 02:26:00,2023-12-21 02:26:00,Rodent,BRONX,DOT,Closed,7,2023-12-14
INC502634,2023-09-06 05:51:00,2023-09-07 05:51:00,Heat,STATEN ISLAND,DSNY,Closed,1,2023-09-06
INC502635,2023-07-26 08:29:00,2023-07-27 08:29:00,Street Condition,STATEN ISLAND,NYPD,Closed,1,2023-07-26
INC502636,2023-10-13 17:51:00,2023-10-20 17:51:00,Rodent,BRONX,DEP,Closed,7,2023-10-13
INC502637,2023-05-21 16:21:00,2023-05-28 16:21:00,Street Condition,BROOKLYN,DOT,Pending,7,2023-05-21
INC502638,2023-09-24 00:28:00,2023-09-24 00:28:00,Rodent,QUEENS,DOB,Closed,0,2023-09-24
INC502639,2023-03-14 04:04:00,2023-03-14 04:04:00,Noise - Residential,BROOKLYN,NYC 311,Closed,0,2023-03-14
INC502640,2023-03-03 23:15:00,2023-03-08 23:15:00,Water System,STATEN ISLAND,DSNY,Closed,5,2023-03-03
INC502641,2023-11-26 09:51:00,2023-11-27 09:51:00,Noise - Residential,STATEN ISLAND,NYC 311,Closed,1,2023-11-26
INC502642,2023-11-01 06:52:00,2023-11-01 06:52:00,Heat,QUEENS,DEP,Open,0,2023-11-01
INC502643,2023-08-01 00:22:00,2023-08-01 00:22:00,Noise - Residential,MANHATTAN,DSNY,Closed,0,2023-08-01
INC502644,2023-07-01 21:33:00,2023-07-04 21:33:00,Street Condition,BROOKLYN,NYPD,Closed,3,2023-07-01
INC502645,2023-10-26 13:35:00,2023-10-28 13:35:00,Blocked Driveway,QUEENS,NYPD,Closed,2,2023-10-26
INC502646,2023-08-28 15:35:00,2023-09-02 15:35:00,Street Condition,MANHATTAN,NYC 311,Pending,5,2023-08-28
INC502647,2023-06-23 15:00:00,2023-06-30 15:00:00,Illegal Parking,STATEN ISLAND,DOT,Pending,7,2023-06-23
INC502648,2023-06-18 23:19:00,2023-06-20 23:19:00,Heat,QUEENS,DEP,Open,2,2023-06-18
INC502649,2023-07-17 09:52:00,2023-07-20 09:52:00,Derelict Vehicle,MANHATTAN,NYPD,Closed,3,2023-07-17
INC502650,2023-11-03 20:41:00,2023-11-06 20:41:00,Heat,BRONX,NYPD,Closed,3,2023-11-03
INC502651,2023-04-09 02:29:00,2023-04-16 02:29:00,Blocked Driveway,BROOKLYN,DSNY,Closed,7,2023-04-09
INC502652,2023-07-12 23:19:00,2023-07-15 23:19:00,Heat,MANHATTAN,DOB,Closed,3,2023-07-12
INC502653,2023-04-08 13:29:00,2023-04-22 13:29:00,Sewer,BRONX,DSNY,Closed,14,2023-04-08
INC502654,2023-09-15 22:28:00,2023-09-16 22:28:00,Rodent,STATEN ISLAND,DOB,Closed,1,2023-09-15
INC502655,2023-12-01 18:28:00,2023-12-02 18:28:00,Street Condition,BRONX,DSNY,Closed,1,2023-12-01
INC502656,2023-04-19 23:50:00,2023-04-29 23:50:00,Illegal Parking,STATEN ISLAND,NYC 311,Closed,10,2023-04-19
INC502657,2023-07-11 23:18:00,2023-07-16 23:18:00,Noise - Residential,STATEN ISLAND,DEP,Open,5,2023-07-11
INC502658,2023-04-03 16:22:00,2023-04-03 16:22:00,Street Condition,BROOKLYN,NYC 311,Open,0,2023-04-03
INC502659,2023-12-10 04:45:00,2023-12-12 04:45:00,Street Condition,QUEENS,NYPD,Closed,2,2023-12-10
INC502660,2023-03-30 12:46:00,2023-03-30 12:46:00,Street Light Condition,STATEN ISLAND,DOB,Open,0,2023-03-30
INC502661,2023-07-17 18:29:00,2023-07-19 18:29:00,Heat,BRONX,DOT,Open,2,2023-07-17
INC502662,2023-10-20 21:14:00,2023-10-30 21:14:00,Rodent,BRONX,DEP,Closed,10,2023-10-20
INC502663,2023-06-01 18:25:00,2023-06-02 18:25:00,Heat,BROOKLYN,DOB,Closed,1,2023-06-01
INC502664,2023-04-22 12:27:00,2023-04-29 12:27:00,Street Condition,BRONX,DEP,Closed,7,2023-04-22
INC502665,2023-11-11 03:01:00,2023-11-21 03:01:00,Heat,BRONX,DOB,Closed,10,2023-11-11
INC502666,2023-10-03 23:57:00,2023-10-06 23:57:00,Derelict Vehicle,BRONX,NYPD,Closed,3,2023-10-03
INC502667,2023-12-11 12:57:00,2023-12-11 12:57:00,Noise - Residential,STATEN ISLAND,DEP,Closed,0,2023-12-11
INC502668,2023-03-31 13:02:00,2023-04-01 13:02:00,Noise - Residential,BROOKLYN,DEP,Open,1,2023-03-31
INC502669,2023-08-05 13:10:00,2023-08-07 13:10:00,Noise - Residential,BRONX,DSNY,Pending,2,2023-08-05
INC502670,2023-07-13 08:31:00,2023-07-13 08:31:00,Noise - Residential,BRONX,NYPD,Closed,0,2023-07-13
INC502671,2023-06-10 23:29:00,2023-06-11 23:29:00,Street Condition,MANHATTAN,NYPD,Open,1,2023-06-10
INC502672,2023-04-19 12:50:00,2023-04-19 12:50:00,Noise - Residential,BRONX,DSNY,Closed,0,2023-04-19
INC502673,2023-12-13 01:48:00,2023-12-16 01:48:00,Noise - Residential,BROOKLYN,DOT,Closed,3,2023-12-13
INC502674,2023-09-13 09:52:00,2023-09-16 09:52:00,Rodent,BRONX,DEP,Closed,3,2023-09-13
INC502675,2023-04-09 02:49:00,2023-04-19 02:49:00,Water System,STATEN ISLAND,NYPD,Open,10,2023-04-09
INC502676,2023-04-14 14:06:00,2023-04-17 14:06:00,Rodent,BROOKLYN,DSNY,Closed,3,2023-04-14
INC502677,2023-12-02 13:09:00,2023-12-04 13:09:00,Street Condition,MANHATTAN,DOT,Closed,2,2023-12-02
INC502678,2023-05-06 05:55:00,2023-05-08 05:55:00,Noise - Residential,STATEN ISLAND,DOT,Open,2,2023-05-06
INC502679,2023-05-20 17:38:00,2023-05-20 17:38:00,Street Condition,MANHATTAN,DOT,Closed,0,2023-05-20
INC502680,2023-10-15 17:36:00,2023-10-16 17:36:00,Street Condition,BRONX,DOB,Closed,1,2023-10-15
INC502681,2023-09-13 15:58:00,2023-09-14 15:58:00,Street Condition,BROOKLYN,NYPD,Closed,1,2023-09-13
INC502682,2023-04-24 07:14:00,2023-05-04 07:14:00,Derelict Vehicle,STATEN ISLAND,NYC 311,Closed,10,2023-04-24
INC502683,2023-07-02 04:33:00,2023-07-02 04:33:00,Street Condition,BRONX,DOT,Closed,0,2023-07-02
INC502684,2023-08-15 03:06:00,2023-08-25 03:06:00,Rodent,BRONX,DOB,Closed,10,2023-08-15
INC502685,2023-11-23 02:48:00,2023-11-28 02:48:00,Street Light Condition,BROOKLYN,DOB,Closed,5,2023-11-23
INC502686,2023-05-28 05:10:00,2023-06-07 05:10:00,Street Condition,BRONX,DSNY,Closed,10,2023-05-28
INC502687,2023-07-01 11:13:00,2023-07-11 11:13:00,Illegal Parking,BROOKLYN,DOB,Closed,10,2023-07-01
INC502688,2023-07-18 00:34:00,2023-07-18 00:34:00,Illegal Parking,QUEENS,NYPD,Closed,0,2023-07-18
INC502689,2023-03-29 08:39:00,2023-03-31 08:39:00,Illegal Parking,BRONX,DOB,Closed,2,2023-03-29
INC502690,2023-02-26 19:36:00,2023-03-01 19:36:00,Street Light Condition,MANHATTAN,DOB,Closed,3,2023-02-26
INC502691,2023-06-11 03:58:00,2023-06-12 03:58:00,Noise - Residential,MANHATTAN,DEP,Closed,1,2023-06-11
INC502692,2023-03-22 11:06:00,2023-03-22 11:06:00,Street Light Condition,BROOKLYN,DOT,Open,0,2023-03-22
INC502693,2023-07-12 22:52:00,2023-07-15 22:52:00,Rodent,STATEN ISLAND,DOB,Closed,3,2023-07-12
INC502694,2023-07-16 11:21:00,2023-07-23 11:21:00,Street Light Condition,QUEENS,NYC 311,Pending,7,2023-07-16
INC502695,2023-11-23 23:24:00,2023-11-23 23:24:00,Noise - Residential,QUEENS,NYPD,Closed,0,2023-11-23
INC502696,2023-01-13 03:43:00,2023-01-15 03:43:00,Street Condition,BRONX,DOB,Closed,2,2023-01-13
INC502697,2023-03-17 13:57:00,2023-03-17 13:57:00,Street Light Condition,BRONX,DEP,Closed,0,2023-03-17
INC502698,2023-02-20 12:47:00,2023-02-27 12:47:00,Street Condition,BROOKLYN,DOB,Pending,7,2023-02-20
INC502699,2023-01-17 20:24:00,2023-01-18 20:24:00,Heat,BRONX,NYC 311,Open,1,2023-01-17
INC502700,2023-05-19 17:48:00,2023-05-20 17:48:00,Heat,BROOKLYN,DEP,Pending,1,2023-05-19
INC502701,2023-04-12 17:55:00,2023-04-19 17:55:00,Street Light Condition,BROOKLYN,DEP,Open,7,2023-04-12
INC502702,2023-07-05 12:56:00,2023-07-12 12:56:00,Illegal Parking,MANHATTAN,NYC 311,Pending,7,2023-07-05
INC502703,2023-01-19 12:51:00,2023-01-24 12:51:00,Rodent,BRONX,DOT,Pending,5,2023-01-19
INC502704,2023-02-10 04:57:00,2023-02-12 04:57:00,Street Condition,STATEN ISLAND,DEP,Open,2,2023-02-10
INC502705,2023-05-19 09:03:00,2023-05-19 09:03:00,Noise - Residential,BROOKLYN,DEP,Open,0,2023-05-19
INC502706,2023-11-25 11:44:00,2023-11-28 11:44:00,Rodent,BRONX,DOT,Closed,3,2023-11-25
INC502707,2023-11-03 09:58:00,2023-11-03 09:58:00,Street Light Condition,BRONX,NYPD,Closed,0,2023-11-03
INC502708,2023-02-04 11:20:00,2023-02-05 11:20:00,Heat,BRONX,DEP,Closed,1,2023-02-04
INC502709,2023-12-17 20:08:00,2023-12-27 20:08:00,Street Condition,QUEENS,DSNY,Closed,10,2023-12-17
INC502710,2023-11-21 10:20:00,2023-12-01 10:20:00,Blocked Driveway,BROOKLYN,DSNY,Closed,10,2023-11-21
INC502711,2023-07-07 22:12:00,2023-07-17 22:12:00,Rodent,MANHATTAN,DEP,Closed,10,2023-07-07
INC502712,2023-04-12 07:38:00,2023-04-26 07:38:00,Illegal Parking,BROOKLYN,NYPD,Closed,14,2023-04-12
INC502713,2023-04-03 13:47:00,2023-04-10 13:47:00,Blocked Driveway,MANHATTAN,DEP,Pending,7,2023-04-03
INC502714,2023-12-09 08:23:00,2023-12-12 08:23:00,Sewer,BROOKLYN,DOB,Open,3,2023-12-09
INC502715,2023-02-02 09:54:00,2023-02-02 09:54:00,Illegal Parking,BROOKLYN,NYPD,Open,0,2023-02-02
INC502716,2023-03-30 04:55:00,2023-04-06 04:55:00,Derelict Vehicle,BROOKLYN,DOB,Open,7,2023-03-30
INC502717,2023-02-10 03:55:00,2023-02-17 03:55:00,Heat,BROOKLYN,DSNY,Pending,7,2023-02-10
INC502718,2023-06-07 04:56:00,2023-06-07 04:56:00,Illegal Parking,QUEENS,NYC 311,Closed,0,2023-06-07
INC502719,2023-02-28 03:11:00,2023-02-28 03:11:00,Derelict Vehicle,MANHATTAN,NYC 311,Closed,0,2023-02-28
INC502720,2023-03-23 20:47:00,2023-03-28 20:47:00,Blocked Driveway,MANHATTAN,DOB,Closed,5,2023-03-23
INC502721,2023-12-14 08:45:00,2023-12-21 08:45:00,Street Condition,MANHATTAN,DSNY,Closed,7,2023-12-14
INC502722,2023-05-15 06:04:00,2023-05-15 06:04:00,Street Condition,QUEENS,DSNY,Closed,0,2023-05-15
INC502723,2023-08-11 15:08:00,2023-08-12 15:08:00,Street Condition,MANHATTAN,NYPD,Closed,1,2023-08-11
INC502724,2023-03-23 23:22:00,2023-03-24 23:22:00,Noise - Residential,BROOKLYN,NYPD,Closed,1,2023-03-23
INC502725,2023-04-28 03:58:00,2023-05-08 03:58:00,Blocked Driveway,BRONX,NYPD,Pending,10,2023-04-28
INC502726,2023-04-29 14:37:00,2023-05-01 14:37:00,Water System,QUEENS,DOT,Closed,2,2023-04-29
INC502727,2023-08-03 10:43:00,2023-08-13 10:43:00,Heat,MANHATTAN,DOT,Closed,10,2023-08-03
INC502728,2023-06-29 02:13:00,2023-07-09 02:13:00,Noise - Residential,MANHATTAN,DEP,Closed,10,2023-06-29
INC502729,2023-03-14 08:03:00,2023-03-24 08:03:00,Street Condition,BROOKLYN,DEP,Open,10,2023-03-14
INC502730,2023-02-01 05:06:00,2023-02-11 05:06:00,Noise - Residential,BRONX,DSNY,Closed,10,2023-02-01
INC502731,2023-05-10 22:27:00,2023-05-15 22:27:00,Water System,MANHATTAN,DOT,Closed,5,2023-05-10
INC502732,2023-09-29 23:38:00,2023-10-09 23:38:00,Noise - Residential,STATEN ISLAND,DEP,Closed,10,2023-09-29
INC502733,2023-09-14 00:35:00,2023-09-15 00:35:00,Derelict Vehicle,QUEENS,DOB,Closed,1,2023-09-14
INC502734,2023-06-23 17:13:00,2023-06-23 17:13:00,Rodent,QUEENS,NYC 311,Closed,0,2023-06-23
INC502735,2023-02-07 15:16:00,2023-02-14 15:16:00,Street Condition,STATEN ISLAND,DEP,Closed,7,2023-02-07
INC502736,2023-11-02 05:11:00,2023-11-02 05:11:00,Noise - Residential,BRONX,DOB,Closed,0,2023-11-02
INC502737,2023-12-22 05:46:00,2023-12-29 05:46:00,Heat,BROOKLYN,NYC 311,Closed,7,2023-12-22
INC502738,2023-08-27 13:40:00,2023-08-30 13:40:00,Illegal Parking,STATEN ISLAND,DOT,Closed,3,2023-08-27
INC502739,2023-11-26 10:31:00,2023-12-03 10:31:00,Illegal Parking,BROOKLYN,DOT,Closed,7,2023-11-26
INC502740,2023-05-21 01:53:00,2023-05-23 01:53:00,Street Light Condition,QUEENS,NYPD,Closed,2,2023-05-21
INC502741,2023-11-18 04:56:00,2023-11-23 04:56:00,Water System,MANHATTAN,DOT,Pending,5,2023-11-18
INC502742,2023-05-08 16:31:00,2023-05-13 16:31:00,Noise - Residential,MANHATTAN,NYPD,Closed,5,2023-05-08
INC502743,2023-09-05 04:31:00,2023-09-15 04:31:00,Heat,QUEENS,DSNY,Open,10,2023-09-05
INC502744,2023-08-31 17:01:00,2023-09-01 17:01:00,Heat,QUEENS,DOT,Open,1,2023-08-31
INC502745,2023-05-27 15:29:00,2023-06-01 15:29:00,Derelict Vehicle,STATEN ISLAND,DOB,Closed,5,2023-05-27
INC502746,2023-08-12 22:00:00,2023-08-12 22:00:00,Noise - Residential,BROOKLYN,DOB,Closed,0,2023-08-12
INC502747,2023-10-17 17:33:00,2023-10-17 17:33:00,Street Light Condition,STATEN ISLAND,NYPD,Closed,0,2023-10-17
INC502748,2023-03-30 10:32:00,2023-03-30 10:32:00,Street Condition,BROOKLYN,NYC 311,Pending,0,2023-03-30
INC502749,2023-02-08 09:32:00,2023-02-15 09:32:00,Street Condition,QUEENS,DEP,Closed,7,2023-02-08
INC502750,2023-09-15 03:58:00,2023-09-16 03:58:00,Water System,MANHATTAN,DEP,Closed,1,2023-09-15
INC502751,2023-12-11 12:00:00,2023-12-13 12:00:00,Street Condition,STATEN ISLAND,DOB,Open,2,2023-12-11
INC502752,2023-09-04 05:24:00,2023-09-04 05:24:00,Blocked Driveway,STATEN ISLAND,NYC 311,Closed,0,2023-09-04
INC502753,2023-05-24 08:18:00,2023-05-29 08:18:00,Water System,MANHATTAN,NYPD,Closed,5,2023-05-24
INC502754,2023-01-06 08:07:00,2023-01-13 08:07:00,Noise - Residential,STATEN ISLAND,DEP,Closed,7,2023-01-06
INC502755,2023-12-26 05:24:00,2023-12-26 05:24:00,Noise - Residential,BROOKLYN,NYPD,Pending,0,2023-12-26
INC502756,2023-07-11 03:49:00,2023-07-11 03:49:00,Rodent,MANHATTAN,NYPD,Closed,0,2023-07-11
INC502757,2023-04-14 12:48:00,2023-04-17 12:48:00,Noise - Residential,MANHATTAN,DEP,Open,3,2023-04-14
INC502758,2023-04-26 05:16:00,2023-04-26 05:16:00,Noise - Residential,BRONX,NYC 311,Closed,0,2023-04-26
INC502759,2023-10-21 19:29:00,2023-10-21 19:29:00,Heat,QUEENS,DSNY,Closed,0,2023-10-21
INC502760,2023-03-08 03:32:00,2023-03-15 03:32:00,Noise - Residential,BROOKLYN,NYPD,Open,7,2023-03-08
INC502761,2023-08-31 09:24:00,2023-09-07 09:24:00,Blocked Driveway,BRONX,NYPD,Pending,7,2023-08-31
INC502762,2023-06-09 19:27:00,2023-06-10 19:27:00,Water System,BROOKLYN,NYPD,Closed,1,2023-06-09
INC502763,2023-05-05 16:46:00,2023-05-08 16:46:00,Street Light Condition,QUEENS,NYC 311,Closed,3,2023-05-05
INC502764,2023-08-19 21:46:00,2023-08-20 21:46:00,Blocked Driveway,BRONX,NYPD,Open,1,2023-08-19
INC502765,2023-11-10 05:52:00,2023-11-10 05:52:00,Noise - Residential,BRONX,NYC 311,Closed,0,2023-11-10
INC502766,2023-06-27 12:56:00,2023-06-27 12:56:00,Street Light Condition,QUEENS,DSNY,Open,0,2023-06-27
INC502767,2023-10-03 15:38:00,2023-10-06 15:38:00,Rodent,BROOKLYN,DSNY,Open,3,2023-10-03
INC502768,2023-11-09 23:50:00,2023-11-10 23:50:00,Noise - Residential,BRONX,DSNY,Closed,1,2023-11-09
INC502769,2023-05-10 20:53:00,2023-05-15 20:53:00,Illegal Parking,BROOKLYN,NYC 311,Closed,5,2023-05-10
INC502770,2023-11-22 18:16:00,2023-11-29 18:16:00,Rodent,BROOKLYN,DOT,Open,7,2023-11-22
INC502771,2023-03-06 18:41:00,2023-03-07 18:41:00,Illegal Parking,BROOKLYN,DEP,Closed,1,2023-03-06
INC502772,2023-03-12 04:51:00,2023-03-17 04:51:00,Street Condition,STATEN ISLAND,DOB,Open,5,2023-03-12
INC502773,2023-04-04 09:52:00,2023-04-05 09:52:00,Noise - Residential,BRONX,NYC 311,Closed,1,2023-04-04
INC502774,2023-04-02 07:55:00,2023-04-04 07:55:00,Blocked Driveway,STATEN ISLAND,DSNY,Open,2,2023-04-02
INC502775,2023-03-27 13:29:00,2023-03-27 13:29:00,Street Light Condition,BRONX,DOT,Open,0,2023-03-27
INC502776,2023-07-08 15:51:00,2023-07-09 15:51:00,Street Condition,BRONX,NYPD,Closed,1,2023-07-08
INC502777,2023-12-04 17:59:00,2023-12-04 17:59:00,Water System,QUEENS,NYC 311,Closed,0,2023-12-04
INC502778,2023-08-25 23:36:00,2023-08-26 23:36:00,Illegal Parking,BRONX,DOT,Closed,1,2023-08-25
INC502779,2023-06-14 06:29:00,2023-06-24 06:29:00,Illegal Parking,STATEN ISLAND,DOB,Open,10,2023-06-14
INC502780,2023-01-31 21:57:00,2023-02-01 21:57:00,Noise - Residential,STATEN ISLAND,DOB,Closed,1,2023-01-31
INC502781,2023-07-22 15:47:00,2023-07-22 15:47:00,Rodent,STATEN ISLAND,NYC 311,Open,0,2023-07-22
INC502782,2023-09-16 03:42:00,2023-09-26 03:42:00,Noise - Residential,BROOKLYN,DEP,Open,10,2023-09-16
INC502783,2023-06-30 04:13:00,2023-07-03 04:13:00,Illegal Parking,STATEN ISLAND,DOB,Open,3,2023-06-30
INC502784,2023-12-21 00:07:00,2023-12-23 00:07:00,Water System,BROOKLYN,DSNY,Closed,2,2023-12-21
INC502785,2023-06-08 03:09:00,2023-06-09 03:09:00,Illegal Parking,BRONX,NYC 311,Closed,1,2023-06-08
INC502786,2023-08-27 15:54:00,2023-08-28 15:54:00,Water System,BROOKLYN,NYPD,Closed,1,2023-08-27
INC502787,2023-08-24 08:26:00,2023-08-27 08:26:00,Heat,BRONX,NYPD,Open,3,2023-08-24
INC502788,2023-09-30 01:42:00,2023-10-07 01:42:00,Noise - Residential,BRONX,NYPD,Closed,7,2023-09-30
INC502789,2023-01-08 16:53:00,2023-01-10 16:53:00,Street Condition,BRONX,NYPD,Closed,2,2023-01-08
INC502790,2023-12-03 07:22:00,2023-12-06 07:22:00,Illegal Parking,QUEENS,NYPD,Closed,3,2023-12-03
INC502791,2023-01-21 20:22:00,2023-01-26 20:22:00,Noise - Residential,MANHATTAN,DOT,Closed,5,2023-01-21
INC502792,2023-10-05 21:19:00,2023-10-05 21:19:00,Illegal Parking,BROOKLYN,DSNY,Open,0,2023-10-05
INC502793,2023-12-17 01:32:00,2023-12-31 01:32:00,Rodent,STATEN ISLAND,DSNY,Open,14,2023-12-17
INC502794,2023-01-13 10:14:00,2023-01-16 10:14:00,Noise - Residential,BROOKLYN,DOT,Closed,3,2023-01-13
INC502795,2023-02-15 04:04:00,2023-02-25 04:04:00,Street Condition,BROOKLYN,DOB,Closed,10,2023-02-15
INC502796,2023-12-09 01:05:00,2023-12-10 01:05:00,Blocked Driveway,BRONX,NYPD,Open,1,2023-12-09
INC502797,2023-10-29 07:59:00,2023-10-31 07:59:00,Street Condition,BROOKLYN,DEP,Open,2,2023-10-29
INC502798,2023-02-24 21:55:00,2023-02-24 21:55:00,Heat,BROOKLYN,DSNY,Open,0,2023-02-24
INC502799,2023-04-11 13:23:00,2023-04-18 13:23:00,Heat,BROOKLYN,NYPD,Closed,7,2023-04-11
INC502800,2023-06-19 17:39:00,2023-06-20 17:39:00,Rodent,BROOKLYN,DOB,Closed,1,2023-06-19
INC502801,2023-11-26 06:32:00,2023-11-28 06:32:00,Street Condition,STATEN ISLAND,NYPD,Closed,2,2023-11-26
INC502802,2023-06-10 08:37:00,2023-06-24 08:37:00,Noise - Residential,BRONX,DOB,Closed,14,2023-06-10
INC502803,2023-04-13 08:18:00,2023-04-23 08:18:00,Noise - Residential,BROOKLYN,DEP,Closed,10,2023-04-13
INC502804,2023-07-22 06:26:00,2023-07-24 06:26:00,Blocked Driveway,MANHATTAN,NYPD,Closed,2,2023-07-22
INC502805,2023-10-21 23:54:00,2023-10-23 23:54:00,Heat,QUEENS,DOT,Closed,2,2023-10-21
INC502806,2023-07-14 06:54:00,2023-07-15 06:54:00,Noise - Residential,MANHATTAN,DOB,Closed,1,2023-07-14
INC502807,2023-07-12 02:07:00,2023-07-13 02:07:00,Street Light Condition,MANHATTAN,DEP,Open,1,2023-07-12
INC502808,2023-08-24 04:12:00,2023-08-27 04:12:00,Water System,QUEENS,DOT,Closed,3,2023-08-24
INC502809,2023-04-10 12:32:00,2023-04-20 12:32:00,Illegal Parking,BROOKLYN,DSNY,Closed,10,2023-04-10
INC502810,2023-09-15 04:18:00,2023-09-25 04:18:00,Blocked Driveway,MANHATTAN,DOB,Pending,10,2023-09-15
INC502811,2023-12-23 21:23:00,2023-12-25 21:23:00,Derelict Vehicle,BRONX,NYC 311,Closed,2,2023-12-23
INC502812,2023-04-24 15:14:00,2023-04-25 15:14:00,Derelict Vehicle,MANHATTAN,NYPD,Open,1,2023-04-24
INC502813,2023-06-11 07:59:00,2023-06-12 07:59:00,Noise - Residential,BRONX,NYC 311,Pending,1,2023-06-11
INC502814,2023-04-29 11:58:00,2023-05-13 11:58:00,Rodent,BRONX,DEP,Pending,14,2023-04-29
INC502815,2023-01-28 00:09:00,2023-01-28 00:09:00,Street Condition,STATEN ISLAND,DEP,Closed,0,2023-01-28
INC502816,2023-11-12 07:43:00,2023-11-12 07:43:00,Illegal Parking,STATEN ISLAND,DOT,Closed,0,2023-11-12
INC502817,2023-07-30 03:34:00,2023-07-31 03:34:00,Illegal Parking,QUEENS,NYC 311,Pending,1,2023-07-30
INC502818,2023-09-20 05:00:00,2023-09-22 05:00:00,Heat,BRONX,NYC 311,Closed,2,2023-09-20
INC502819,2023-05-27 03:49:00,2023-05-27 03:49:00,Street Light Condition,STATEN ISLAND,NYC 311,Open,0,2023-05-27
INC502820,2023-06-12 08:48:00,2023-06-12 08:48:00,Blocked Driveway,STATEN ISLAND,DEP,Pending,0,2023-06-12
INC502821,2023-10-19 06:00:00,2023-10-19 06:00:00,Sewer,STATEN ISLAND,DEP,Open,0,2023-10-19
INC502822,2023-12-11 14:09:00,2023-12-21 14:09:00,Street Light Condition,STATEN ISLAND,NYPD,Closed,10,2023-12-11
INC502823,2023-06-25 04:51:00,2023-06-27 04:51:00,Sewer,MANHATTAN,DEP,Closed,2,2023-06-25
INC502824,2023-12-22 03:25:00,2023-12-22 03:25:00,Noise - Residential,BRONX,DSNY,Closed,0,2023-12-22
INC502825,2023-06-04 23:26:00,2023-06-07 23:26:00,Derelict Vehicle,BROOKLYN,DEP,Closed,3,2023-06-04
INC502826,2023-06-14 22:40:00,2023-06-21 22:40:00,Noise - Residential,QUEENS,DSNY,Closed,7,2023-06-14
INC502827,2023-12-20 04:07:00,2023-12-22 04:07:00,Blocked Driveway,STATEN ISLAND,NYPD,Pending,2,2023-12-20
INC502828,2023-08-10 20:59:00,2023-08-11 20:59:00,Street Condition,MANHATTAN,NYC 311,Closed,1,2023-08-10
INC502829,2023-06-20 17:36:00,2023-06-27 17:36:00,Street Light Condition,BRONX,NYC 311,Pending,7,2023-06-20
INC502830,2023-04-25 08:38:00,2023-04-30 08:38:00,Street Condition,BROOKLYN,DOB,Closed,5,2023-04-25
INC502831,2023-02-11 05:02:00,2023-02-13 05:02:00,Street Condition,BROOKLYN,DOB,Closed,2,2023-02-11
INC502832,2023-07-19 02:15:00,2023-07-22 02:15:00,Heat,BRONX,DEP,Pending,3,2023-07-19
INC502833,2023-10-12 00:53:00,2023-10-12 00:53:00,Illegal Parking,BROOKLYN,NYPD,Closed,0,2023-10-12
INC502834,2023-12-28 12:47:00,2024-01-04 12:47:00,Water System,MANHATTAN,DEP,Pending,7,2023-12-28
INC502835,2023-01-27 03:07:00,2023-01-27 03:07:00,Sewer,BROOKLYN,DEP,Closed,0,2023-01-27
INC502836,2023-04-29 07:01:00,2023-05-06 07:01:00,Heat,MANHATTAN,DSNY,Pending,7,2023-04-29
INC502837,2023-02-25 03:45:00,2023-02-26 03:45:00,Blocked Driveway,BRONX,DEP,Closed,1,2023-02-25
INC502838,2023-05-03 00:21:00,2023-05-10 00:21:00,Derelict Vehicle,BROOKLYN,DOT,Closed,7,2023-05-03
INC502839,2023-03-15 10:05:00,2023-03-17 10:05:00,Noise - Residential,STATEN ISLAND,NYC 311,Closed,2,2023-03-15
INC502840,2023-12-13 11:59:00,2023-12-16 11:59:00,Noise - Residential,BROOKLYN,DOB,Closed,3,2023-12-13
INC502841,2023-04-10 18:35:00,2023-04-10 18:35:00,Street Light Condition,QUEENS,DSNY,Closed,0,2023-04-10
INC502842,2023-06-12 16:51:00,2023-06-12 16:51:00,Street Condition,MANHATTAN,NYPD,Closed,0,2023-06-12
INC502843,2023-06-25 11:20:00,2023-06-30 11:20:00,Rodent,STATEN ISLAND,DSNY,Closed,5,2023-06-25
INC502844,2023-02-17 01:24:00,2023-02-17 01:24:00,Sewer,STATEN ISLAND,DOB,Open,0,2023-02-17
INC502845,2023-04-22 09:23:00,2023-04-25 09:23:00,Heat,MANHATTAN,DSNY,Closed,3,2023-04-22
INC502846,2023-04-27 04:47:00,2023-05-02 04:47:00,Blocked Driveway,BROOKLYN,NYPD,Pending,5,2023-04-27
INC502847,2023-06-17 01:54:00,2023-06-18 01:54:00,Derelict Vehicle,BROOKLYN,DEP,Closed,1,2023-06-17
INC502848,2023-08-22 08:55:00,2023-08-24 08:55:00,Street Light Condition,BRONX,DOB,Closed,2,2023-08-22
INC502849,2023-06-01 07:39:00,2023-06-02 07:39:00,Noise - Residential,QUEENS,NYC 311,Open,1,2023-06-01
INC502850,2023-03-19 05:14:00,2023-03-22 05:14:00,Illegal Parking,MANHATTAN,DOB,Closed,3,2023-03-19
INC502851,2023-02-28 15:30:00,2023-03-03 15:30:00,Heat,STATEN ISLAND,DOB,Pending,3,2023-02-28
